,bbl.bbl,bbl.bblBoroughCode,bbl.bblBoroughCodeIn,bbl.bblTaxBlock,bbl.bblTaxBlockIn,bbl.bblTaxLot,bbl.bblTaxLotIn,bbl.buildingIdentificationNumber,bbl.businessImprovementDistrict,bbl.condominiumBillingBbl,bbl.condominiumFlag,bbl.continuousParityIndicator,bbl.cooperativeIdNumber,bbl.cornerCode,bbl.dcpCommercialStudyArea,bbl.dofCondominiumIdentificationNumber,bbl.firstBoroughName,bbl.geosupportFunctionCode,bbl.geosupportReturnCode,bbl.gi5DigitStreetCode1,bbl.gi5DigitStreetCode10,bbl.gi5DigitStreetCode11,bbl.gi5DigitStreetCode12,bbl.gi5DigitStreetCode13,bbl.gi5DigitStreetCode14,bbl.gi5DigitStreetCode2,bbl.gi5DigitStreetCode3,bbl.gi5DigitStreetCode4,bbl.gi5DigitStreetCode5,bbl.gi5DigitStreetCode6,bbl.gi5DigitStreetCode7,bbl.gi5DigitStreetCode8,bbl.gi5DigitStreetCode9,bbl.giBoroughCode1,bbl.giBoroughCode10,bbl.giBoroughCode11,bbl.giBoroughCode12,bbl.giBoroughCode13,bbl.giBoroughCode14,bbl.giBoroughCode2,bbl.giBoroughCode3,bbl.giBoroughCode4,bbl.giBoroughCode5,bbl.giBoroughCode6,bbl.giBoroughCode7,bbl.giBoroughCode8,bbl.giBoroughCode9,bbl.giBuildingIdentificationNumber1,bbl.giBuildingIdentificationNumber10,bbl.giBuildingIdentificationNumber11,bbl.giBuildingIdentificationNumber12,bbl.giBuildingIdentificationNumber13,bbl.giBuildingIdentificationNumber14,bbl.giBuildingIdentificationNumber2,bbl.giBuildingIdentificationNumber3,bbl.giBuildingIdentificationNumber4,bbl.giBuildingIdentificationNumber5,bbl.giBuildingIdentificationNumber6,bbl.giBuildingIdentificationNumber7,bbl.giBuildingIdentificationNumber8,bbl.giBuildingIdentificationNumber9,bbl.giDcpPreferredLgc1,bbl.giDcpPreferredLgc10,bbl.giDcpPreferredLgc11,bbl.giDcpPreferredLgc12,bbl.giDcpPreferredLgc13,bbl.giDcpPreferredLgc14,bbl.giDcpPreferredLgc2,bbl.giDcpPreferredLgc3,bbl.giDcpPreferredLgc4,bbl.giDcpPreferredLgc5,bbl.giDcpPreferredLgc6,bbl.giDcpPreferredLgc7,bbl.giDcpPreferredLgc8,bbl.giDcpPreferredLgc9,bbl.giGeographicIdentifier1,bbl.giGeographicIdentifier10,bbl.giGeographicIdentifier14,bbl.giGeographicIdentifier2,bbl.giGeographicIdentifier3,bbl.giGeographicIdentifier4,bbl.giGeographicIdentifier5,bbl.giGeographicIdentifier6,bbl.giGeographicIdentifier7,bbl.giGeographicIdentifier8,bbl.giGeographicIdentifier9,bbl.giHighHouseNumber1,bbl.giHighHouseNumber10,bbl.giHighHouseNumber11,bbl.giHighHouseNumber12,bbl.giHighHouseNumber13,bbl.giHighHouseNumber14,bbl.giHighHouseNumber2,bbl.giHighHouseNumber3,bbl.giHighHouseNumber4,bbl.giHighHouseNumber5,bbl.giHighHouseNumber6,bbl.giHighHouseNumber7,bbl.giHighHouseNumber8,bbl.giHighHouseNumber9,bbl.giLowHouseNumber1,bbl.giLowHouseNumber10,bbl.giLowHouseNumber11,bbl.giLowHouseNumber12,bbl.giLowHouseNumber13,bbl.giLowHouseNumber14,bbl.giLowHouseNumber2,bbl.giLowHouseNumber3,bbl.giLowHouseNumber4,bbl.giLowHouseNumber5,bbl.giLowHouseNumber6,bbl.giLowHouseNumber7,bbl.giLowHouseNumber8,bbl.giLowHouseNumber9,bbl.giSideOfStreetIndicator1,bbl.giSideOfStreetIndicator10,bbl.giSideOfStreetIndicator11,bbl.giSideOfStreetIndicator12,bbl.giSideOfStreetIndicator13,bbl.giSideOfStreetIndicator14,bbl.giSideOfStreetIndicator2,bbl.giSideOfStreetIndicator3,bbl.giSideOfStreetIndicator4,bbl.giSideOfStreetIndicator5,bbl.giSideOfStreetIndicator6,bbl.giSideOfStreetIndicator7,bbl.giSideOfStreetIndicator8,bbl.giSideOfStreetIndicator9,bbl.giStreetCode1,bbl.giStreetCode10,bbl.giStreetCode11,bbl.giStreetCode12,bbl.giStreetCode13,bbl.giStreetCode14,bbl.giStreetCode2,bbl.giStreetCode3,bbl.giStreetCode4,bbl.giStreetCode5,bbl.giStreetCode6,bbl.giStreetCode7,bbl.giStreetCode8,bbl.giStreetCode9,bbl.giStreetName1,bbl.giStreetName10,bbl.giStreetName11,bbl.giStreetName12,bbl.giStreetName13,bbl.giStreetName14,bbl.giStreetName2,bbl.giStreetName3,bbl.giStreetName4,bbl.giStreetName5,bbl.giStreetName6,bbl.giStreetName7,bbl.giStreetName8,bbl.giStreetName9,bbl.highBblOfThisBuildingsCondominiumUnits,bbl.internalLabelXCoordinate,bbl.internalLabelYCoordinate,bbl.irregularlyShapedLotFlag,bbl.latitudeInternalLabel,bbl.longitudeInternalLabel,bbl.lowBblOfThisBuildingsCondominiumUnits,bbl.lowHouseNumberOfDefiningAddressRange,bbl.message,bbl.modeSwitchIn,bbl.numberOfEntriesInListOfGeographicIdentifiers,bbl.numberOfExistingStructuresOnLot,bbl.numberOfStreetFrontagesOfLot,bbl.returnCode1a,bbl.rpadBuildingClassificationCode,bbl.rpadSelfCheckCodeForBbl,bbl.sanbornBoroughCode,bbl.sanbornPageNumber,bbl.sanbornPageNumberSuffix,bbl.sanbornVolumeNumber,bbl.sanbornVolumeNumberSuffix,bbl.selfCheckCodeOfBillingBbl,bbl.taxMapNumberSectionAndVolume,bbl.vacantLotFlag,bbl.workAreaFormatIndicatorIn
0,1003947506,1,1,00394,394,7506,7506,1004910,,1003947506,C,,0000,,,2501,MANHATTAN,BL,00,12310,,,,,,17230,,,,,,,,1,,,,,,1,,,,,,,,1004910,,,,,,1004910,,,,,,,,01,,,,,,01,,,,,,,,,,,,,,,,,,,191,,,,,,654,,,,,,,,189,,,,,,654,,,,,,,,L,,,,,,R,,,,,,,,11231001,,,,,,11723001,,,,,,,,AVENUE C,,,,,,EAST   12 STREET,,,,,,,,1003947506,0990608,0204154,,40.727029939458895,-73.97706087731906,1003947506,999001166AA,,X,0002,0001,02,00,R5,6,1,030,,02,,6,10203,,C
0,1003947507,1,1,00394,394,7507,7507,1089953,,1003947507,C,,0000,CR,,2792,MANHATTAN,BL,00,12210,,,,,,17230,,,,,,,,1,,,,,,1,,,,,,,,1089953,,,,,,1089953,,,,,,,,01,,,,,,01,,,,,,,,,,,,,,,,,,,193,,,,,,602,,,,,,,,185,,,,,,600,,,,,,,,R,,,,,,R,,,,,,,,11221001,,,,,,11723001,,,,,,,,AVENUE B,,,,,,EAST   12 STREET,,,,,,,,1003947507,0990092,0204441,,40.72781804034583,-73.9789223121562,1003947507,999001167AA,,X,0002,0001,02,00,RA,4,1,030,,02,,4,10203,,C
0,1004087502,1,1,00408,408,7502,1104,1005278,,1004087502,C,,0000,SW,11011,2108,MANHATTAN,BL,00,13810,,,,,,25090,,,,,,,,1,,,,,,1,,,,,,,,1005278,,,,,,1005278,,,,,,,,01,,,,,,01,,,,,,,,,,,,,,,,,,,243,,,,,,79,,,,,,,,243,,,,,,77,,,,,,,,L,,,,,,L,,,,,,,,11381001,,,,,,12509001,,,,,,,,BROOME STREET,,,,,,LUDLOW STREET,,,,,,,,1004081104,0987109,0200775,,40.71775722441148,-73.98968640659747,1004081101,000243000AA,,X,0002,0001,02,00,R8,3,1,079,,01,N,3,10204,,C
0,1004110154,1,1,00411,411,0154,154,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1004270030,1,1,00427,427,0030,30,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1004370014,1,1,00437,437,0014,14,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1004860028,1,1,00486,486,0028,28,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1005227502,1,1,00522,522,7502,7502,1008214,,1005227502,C,,0000,,,2583,MANHATTAN,BL,00,13310,,,,,,13610,16150,,,,,,,1,,,,,,1,1,,,,,,,1008214,,,,,,1008214,1008214,,,,,,,01,,,,,,01,01,,,,,,,,,,,,,,,,,,74,,,,,,640,172,,,,,,,60,,,,,,640,172,,,,,,,L,,,,,,R,L,,,,,,,11331001,,,,,,11361001,11615001,,,,,,,BLEECKER STREET,,,,,,BROADWAY,CROSBY STREET,,,,,,,1005227502,0985495,0203861,,40.726227923116845,-73.99550820010717,1005227502,999001540AA,,X,0003,0001,03,00,RK,1,1,010,,03,,1,10206,,C
0,1005440038,1,1,00544,544,0038,38,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1005610005,1,1,00561,561,0005,5,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1005880001,1,1,00588,588,0001,1,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1005957509,1,1,00595,595,7509,7509,1080177,,1005957509,C,,0000,CR,,2658,MANHATTAN,BL,00,11115,,,,,,33390,33590,,,,,,,1,,,,,,1,1,,,,,,,1080177,,,,,,1080177,1080177,,,,,,,04,,,,,,01,01,,,,,,,,,,,,,,,,,,287,,,,,,464,162,,,,,,,281,,,,,,456,146,,,,,,,R,,,,,,L,R,,,,,,,11111504,,,,,,13339001,13359001,,,,,,,WEST STREET,,,,,,WASHINGTON STREET,WATTS STREET,,,,,,,1005957509,0981297,0203219,,40.72446538376113,-74.01065376249291,1005957509,999001818AA,,X,0003,0001,03,00,RG,2,1,063,,01,N,2,10208,,C
0,1006120017,1,1,00612,612,0017,17,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1007017501,1,1,00701,701,7501,7501,1089360,,1007017501,C,,0000,,,2562,MANHATTAN,BL,00,34350,,,,,,34350,34350,,,,,,,1,,,,,,1,1,,,,,,,1089360,,,,,,1089360,1000000,,,,,,,01,,,,,,01,01,,,,,,,,,,,Q,,,,,,,529,,,,,,529A,539,,,,,,,529,,,,,,529A,531,,,,,,,R,,,,,,R,R,,,,,,,13435001,,,,,,13435001,13435001,,,,,,,WEST   29 STREET,,,,,,WEST   29 STREET,WEST   29 STREET,,,,,,,1007017501,0983434,0213369,,40.7523250734743,-74.00294517641387,1007017501,999002128AA,,X,0003,0001,01,00,RR,3,1,015,,05,S,3,10302,,C
0,1007107501,1,1,00710,710,7501,7501,1090727,,1007107501,C,,0000,,,2712,MANHATTAN,BL,00,34530,,,,,,34550,,,,,,,,1,,,,,,1,,,,,,,,1090727,,,,,,1090727,,,,,,,,01,,,,,,01,,,,,,,,,,,,,,,,,,,517,,,,,,512,,,,,,,,509,,,,,,512,,,,,,,,R,,,,,,L,,,,,,,,13453001,,,,,,13455001,,,,,,,,WEST   38 STREET,,,,,,WEST   39 STREET,,,,,,,,1007107501,0984812,0215321,,40.757682836863125,-73.99797141877427,1007107501,999002143AA,,X,0002,0001,02,00,RK,4,1,028,,05,S,4,10302,,C
0,1007207504,1,1,00720,720,7504,7504,1077212,,1007207504,C,,0000,,,2518,MANHATTAN,BL,00,34210,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1077212,,,,,,,,,,,,,,01,,,,,,,,,,,,,,,,,,,,,,,,,421,,,,,,,,,,,,,,421,,,,,,,,,,,,,,R,,,,,,,,,,,,,,13421001,,,,,,,,,,,,,,WEST   22 STREET,,,,,,,,,,,,,,1007207504,0983590,0211181,,40.7463195779963,-74.00238191324652,1007207504,999002171AA,,X,0001,0001,01,00,R1,7,1,005,,05,S,7,10302,,C
0,1007460022,1,1,00746,746,0022,22,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1007620004,1,1,00762,762,0004,4,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1007970009,1,1,00797,797,0009,9,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1008067502,1,1,00806,806,7502,7502,1088841,,1008067502,C,,0000,CR,,2470,MANHATTAN,BL,00,10510,,,,,,34370,34390,,,,,,,1,,,,,,1,1,,,,,,,1088841,,,,,,1088841,1088841,,,,,,,01,,,,,,01,01,,,,,,,,,,,,,,,,,,855,,,,,,113,114,,,,,,,855,,,,,,101,100,,,,,,,L,,,,,,R,L,,,,,,,11051001,,,,,,13437001,13439001,,,,,,,AVENUE OF THE AMERICAS,,,,,,WEST   30 STREET,WEST   31 STREET,,,,,,,1008067502,0987061,0211718,,40.74779308596739,-73.98985499053899,1008067502,999002406AA,,X,0003,0001,03,00,RR,8,1,023,,05,S,8,10305,,C
0,1008077502,1,1,00807,807,7502,1103,1088533,113090,1008077502,C,,0000,CR,,2199,MANHATTAN,BL,00,10510,,,,,,34390,34410,,,,,,,1,,,,,,1,1,,,,,,,1088533,,,,,,1088533,1088533,,,,,,,01,,,,,,01,01,,,,,,,,,,,,,,,,,,889,,,,,,111,108,,,,,,,883,,,,,,109,100,,,,,,,L,,,,,,R,L,,,,,,,11051001,,,,,,13439001,13441001,,,,,,,AVENUE OF THE AMERICAS,,,,,,WEST   31 STREET,WEST   32 STREET,,,,,,,1008071103,0987214,0211957,,40.748449030874646,-73.98930270219692,1008071101,000883000AA,,X,0003,0001,03,00,RG,6,1,024,,05,S,6,10305,,C
0,1008237507,1,1,00823,823,7507,7507,1090231,,1008237507,C,,0000,,,2742,MANHATTAN,BL,00,34190,,,,,,34210,,,,,,,,1,,,,,,1,,,,,,,,1090231,,,,,,1090231,,,,,,,,01,,,,,,01,,,,,,,,,,,,,,,,,,,7,,,,,,14,,,,,,,,7,,,,,,6,,,,,,,,R,,,,,,L,,,,,,,,13419001,,,,,,13421001,,,,,,,,WEST   21 STREET,,,,,,WEST   22 STREET,,,,,,,,1008237507,0986708,0209222,,40.7409422954652,-73.99112989356875,1008237507,999002474AA,,X,0002,0001,02,00,RK,2,1,042,,02,,2,10306,,C
0,1008310053,1,1,00831,831,0053,53,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1008577503,1,1,00857,857,7503,7503,1089699,,1008577503,C,,0000,NW,11019,2546,MANHATTAN,BL,00,17550,,,,,,27800,27800,17550,27800,,,,,1,,,,,,1,1,1,1,,,,,1089699,,,,,,1089699,1089699,1000000,1000000,,,,,01,,,,,,01,01,01,01,,,,,,,,,,Q,Q,,,,,50,,,,,,400,402,48,398,,,,,50,,,,,,400,402,42,390,,,,,R,,,,,,L,L,R,L,,,,,11755001,,,,,,12780001,12780001,11755001,12780001,,,,,EAST   28 STREET,,,,,,PARK AVENUE SOUTH,PARK AVENUE SOUTH,EAST   28 STREET,PARK AVENUE SOUTH,,,,,1008577503,0988513,0210065,,40.743255434454994,-73.98461571330563,1008577503,999002631AA,,X,0005,0001,02,00,RR,9,1,004,,04,,9,10306,,C
0,1008490036,1,1,00849,849,0036,36,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1008860059,1,1,00886,886,0059,59,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1009197501,1,1,00919,919,7501,7501,1090104,,1009197501,C,,0000,,,2578,MANHATTAN,BL,00,17770,,,,,,17770,,,,,,,,1,,,,,,1,,,,,,,,1090104,,,,,,1090104,,,,,,,,01,,,,,,01,,,,,,,,,,,,,,,,,,,210,,,,,,210A,,,,,,,,210,,,,,,210A,,,,,,,,R,,,,,,R,,,,,,,,11777001,,,,,,11777001,,,,,,,,EAST   39 STREET,,,,,,EAST   39 STREET,,,,,,,,1009197501,0991061,0211955,,40.74844141511527,-73.97541859386547,1009197501,999002844AA,,X,0002,0001,01,00,RB,1,1,033,,04,,1,10308,,C
0,1009260041,1,1,00926,926,0041,41,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1009337501,1,1,00933,933,7501,7501,1084666,,1009337501,C,,0000,,,2586,MANHATTAN,BL,00,17530,,,,,,26800,,,,,,,,1,,,,,,1,,,,,,,,1084666,,,,,,1084666,,,,,,,,01,,,,,,01,,,,,,,,,,,W,,,,,,,,339,,,,,,,,,,,,,,335,,,,,,,,,,,,,,L,,,,,,,,,,,,,,11753001,,,,,,12680001,,,,,,,,EAST   27 STREET,,,,,,MOUNT CARMEL PLACE,,,,,,,,1009337501,0990508,0208826,,40.739853501401576,-73.97741732324498,1009337501,999002865AA,,X,0002,0001,02,00,RR,2,1,010,,04,,2,10309,,C
0,1010377501,1,1,01037,1037,7501,7501,1090496,,1010377501,C,,0000,,,2643,MANHATTAN,BL,00,10810,,,,,,34690,,,,,,,,1,,,,,,1,,,,,,,,1090496,,,,,,1090496,,,,,,,,02,,,,,,01,,,,,,,,,,,,,,,,,,,749,,,,,,301,,,,,,,,733,,,,,,301,,,,,,,,L,,,,,,R,,,,,,,,11081002,,,,,,13469001,,,,,,,,8 AVENUE,,,,,,WEST   46 STREET,,,,,,,,1010377501,0987569,0216181,,40.7600427117269,-73.98801939563653,1010377501,999003164AA,,X,0002,0001,02,00,RR,1,1,055,,05,N,1,10403,,C
0,1010810029,1,1,01081,1081,0029,29,1081740,,0000000000,,,0000,CR,,,MANHATTAN,BL,00,11010,,,,,,34810,11010,11010,11010,,,,,1,,,,,,1,1,1,1,,,,,1081740,,,,,,1081740,1088296,1088297,1088298,,,,,02,,,,,,02,02,02,02,,,,,,,,,,,,,,,,771,,,,,,501,775,773,777,,,,,771,,,,,,501,775,773,777,,,,,L,,,,,,R,L,L,L,,,,,11101002,,,,,,13481002,11101002,11101002,11101002,,,,,10 AVENUE,,,,,,WEST   52 STREET,10 AVENUE,10 AVENUE,10 AVENUE,,,,,1010810029,0986742,0218439,,40.76624061187406,-73.99100378294345,1010810029,000771000AA,,X,0005,0004,02,00,D6,8,1,007,,06,W,,10405,,C
0,1010907502,1,1,01090,1090,7502,7502,1089438,,1010907502,C,,0000,,,2488,MANHATTAN,BL,00,34610,,,,,,11110,34610,34630,,,,,,1,,,,,,1,1,1,,,,,,1089438,,,,,,1000000,1000000,1000000,,,,,,01,,,,,,01,01,01,,,,,,,,,Q,Q,Q,,,,,,615,,,,,,569,603,628,,,,,,605,,,,,,553,601,600,,,,,,R,,,,,,L,R,L,,,,,,13461001,,,,,,11111001,13461001,13463001,,,,,,WEST   42 STREET,,,,,,11 AVENUE,WEST   42 STREET,WEST   43 STREET,,,,,,1010907502,0984588,0216723,,40.76153097914892,-73.9987798931169,1010907502,999003353AA,,X,0004,0001,03,00,RR,8,1,037,,05,N,8,10405,,C
0,1011057501,1,1,01105,1105,7501,7501,1089709,,1011057501,C,,0000,NE,11023,2512,MANHATTAN,BL,00,11112,,,,,,34910,34930,,,,,,,1,,,,,,1,1,,,,,,,1089709,,,,,,1089709,1089709,,,,,,,01,,,,,,01,01,,,,,,,,,,,,,,,,,,838,,,,,,665,668,,,,,,,820,,,,,,619,620,,,,,,,R,,,,,,R,L,,,,,,,11111201,,,,,,13491001,13493001,,,,,,,12 AVENUE,,,,,,WEST   57 STREET,WEST   58 STREET,,,,,,,1011057501,0986198,0220330,,40.771431052015096,-73.99296709603638,1011057501,999003357AA,,X,0003,0001,03,00,R5,6,1,002,,06,W,6,10405,,C
0,1011500029,1,1,01150,1150,0029,29,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1011620063,1,1,01162,1162,0063,63,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1011580129,1,1,01158,1158,0129,129,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1011717509,1,1,01171,1171,7509,7509,1089742,,1011717509,C,,0000,CR,,2456,MANHATTAN,BL,00,29650,,,,,,29650,35010,35010,34990,,,,,1,,,,,,1,1,1,1,,,,,1089742,,,,,,1089742,1089742,1089742,1000000,,,,,01,,,,,,01,01,01,01,,,,,,,,,,,Q,,,,,50,,,,,,54,450,470,477,,,,,32,,,,,,54,450,470,477,,,,,R,,,,,,R,L,L,R,,,,,12965001,,,,,,12965001,13501001,13501001,13499001,,,,,RIVERSIDE BOULEVARD,,,,,,RIVERSIDE BOULEVARD,WEST   62 STREET,WEST   62 STREET,WEST   61 STREET,,,,,1011717509,0986664,0221263,,40.773991778066566,-73.99128435163396,1011717509,999003833AA,,X,0005,0001,03,00,R4,1,1,013,,06,W,1,10407,,C
0,1011700001,1,1,01170,1170,0001,1,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1011980005,1,1,01198,1198,0005,5,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
0,1011990053,1,1,01199,1199,0053,53,,,,,,,,,,MANHATTAN,BL,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TAX LOT NOT FOUND,X,,,,77,,,,,,,,,,,C
